Meas Num,Data Quality,Item,Series,Time Stamp,Date,Time (s),Measurement ID,Image,Bubble Detection,Intensity (Cnt/s),Normalized Intensity (Cnt/s),Number Acqs,Number Unmarked Acqs,Number Marked Acqs,% Acqs Unmarked,Acq Time (s),DLS Temp (C),Attenuation Level (%),Laser Power (%),Set Temp (C),Ramp Rate (C/min),Well,Insert Info,Row,Col,Configuration,Radius (nm),Amplitude,Diffusion Coefficient (cm²/s),Diameter (nm),Polydispersity (nm),%PD,PD Index,Mw-R (kDa),Baseline,SOS,Viscosity from Sample Rh (cP),Lambda (1/s),Sigma (1/s²),D10 (nm),D50 (nm),D90 (nm),Span (D90 - D10)/D50,RMS Error,Number Unfiltered Peaks (I),Number Filtered Peaks (I),Pre-correction Internal Standard Rh (I) (nm),Internal Standard Viscosity (I) (cP),Mw-S (Da),1/Mw-S (1/Da),Particle Concentration (1/mL),Particle Concentration Calculation,Particle Material,Particle Shape,Particle Core Real RI,Particle Core Imaginary RI,Sample,Concentration (mg/mL),Mw-R Model,dn/dc (mL/g),Conformation Model for SLS,A2 (mol mL/g^2),Viscosity Calculation: Use Internal Standard,Internal Standard Rh (nm),Internal Standard Rh Range Minimum (nm),Internal Standard Rh Range Maximum (nm),Solvent,Rfr Idx @ 589nm & 20C,Viscosity (cP),Temp Model,Peak Num,Peak Radius (nm) (I),Peak Diameter (nm) (I),Peak Diffusion Coefficient (cm²/s) (I),Peak Mw-R (kDa) (I),Peak %Pd (I),Peak Pd (nm) (I),Peak Pd Index (I),Peak %Intensity (I),Peak %Mass (I),Peak %Number (I),Peak Particle Concentration (1/mL) (I),
52,,E4 ,,16:21:52,2026-03-20,4053,52,View,--,1.25959e+06,1.16628e+08,5,5,0,100,9.96147,25.0061,89.2,10,25,0,E4,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,4,2026-Mar-20 15:12:34,17.9975,0.448728,1.36716e-07,35.9949,2.40328,13.3534,0.133534,2911.54,1.00002,2.11281,--,5473.42,2038.35,15.9325,18.2554,21.0536,0.280526,0.000436945,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887111,Aqueous,3,1865.56,3731.11,1.31894e-09,1.51431e+08,9.73282,181.571,0.0973282,1.36815,0.993265,2.39923e-09,--,
53,,E5 ,,16:22:59,2026-03-20,4120,53,View,--,901042,8.34521e+06,5,5,0,100,9.96147,25.0056,46.0144,20,25,0,E5,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,5,2026-Mar-20 15:12:34,5.6079,0.110809,4.38758e-07,11.2158,3.20097,57.0796,0.570796,190.205,1.06053,2070.37,--,0.000295109,22104.5,0.586897,31.6948,185.591,5.83704,0.000779287,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887123,Aqueous,1,0.664563,1.32913,3.70245e-06,1.29404,12.2073,0.0811248,0.122073,35.5018,99.9714,100,--,
53,,E5 ,,16:22:59,2026-03-20,4120,53,View,--,901042,8.34521e+06,5,5,0,100,9.96147,25.0056,46.0144,20,25,0,E5,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,5,2026-Mar-20 15:12:34,5.6079,0.110809,4.38758e-07,11.2158,3.20097,57.0796,0.570796,190.205,1.06053,2070.37,--,0.000295109,22104.5,0.586897,31.6948,185.591,5.83704,0.000779287,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887123,Aqueous,2,31.6206,63.2412,7.78137e-08,10884.5,3.96196,1.25279,0.0396196,18.8514,0.000629444,4.74674e-09,--,
53,,E5 ,,16:22:59,2026-03-20,4120,53,View,--,901042,8.34521e+06,5,5,0,100,9.96147,25.0056,46.0144,20,25,0,E5,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,5,2026-Mar-20 15:12:34,5.6079,0.110809,4.38758e-07,11.2158,3.20097,57.0796,0.570796,190.205,1.06053,2070.37,--,0.000295109,22104.5,0.586897,31.6948,185.591,5.83704,0.000779287,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887123,Aqueous,3,185.333,370.666,1.32762e-08,681920,3.79795,7.03884,0.0379795,45.6467,0.0279615,9.56919e-10,--,
54,,E6 ,,16:24:14,2026-03-20,4195,54,View,--,1.0888e+06,1.1345e+07,5,5,0,100,9.96147,25.0056,52.0144,20,25,0,E6,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,6,2026-Mar-20 15:12:34,6.67085,0.0721737,3.68846e-07,13.3417,3.80769,57.0796,0.570796,285.494,1.02316,931.33,--,0.000112569,18582.3,0.610189,40.9874,311.403,7.58265,0.000606182,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887123,Aqueous,1,0.686362,1.37272,3.58486e-06,1.39555,13.3434,0.0915843,0.133434,31.8375,99.992,100,--,
54,,E6 ,,16:24:14,2026-03-20,4195,54,View,--,1.0888e+06,1.1345e+07,5,5,0,100,9.96147,25.0056,52.0144,20,25,0,E6,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,6,2026-Mar-20 15:12:34,6.67085,0.0721737,3.68846e-07,13.3417,3.80769,57.0796,0.570796,285.494,1.02316,931.33,--,0.000112569,18582.3,0.610189,40.9874,311.403,7.58265,0.000606182,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887123,Aqueous,2,41.1634,82.3267,5.97744e-08,20174.9,5.63594,2.31994,0.0563594,25.0437,0.000583314,2.12961e-09,--,
54,,E6 ,,16:24:14,2026-03-20,4195,54,View,--,1.0888e+06,1.1345e+07,5,5,0,100,9.96147,25.0056,52.0144,20,25,0,E6,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,6,2026-Mar-20 15:12:34,6.67085,0.0721737,3.68846e-07,13.3417,3.80769,57.0796,0.570796,285.494,1.02316,931.33,--,0.000112569,18582.3,0.610189,40.9874,311.403,7.58265,0.000606182,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887123,Aqueous,3,308.775,617.55,7.96863e-09,2.25135e+06,5.80973,17.939,0.0580973,43.1188,0.00737379,6.55571e-11,--,
55,,E7 ,,16:25:23,2026-03-20,4264,55,View,--,1.07373e+06,1.40468e+07,5,5,0,100,9.96147,24.9958,92.2,98,25,0,E7,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,7,2026-Mar-20 15:12:34,13.7956,0.0852994,1.78309e-07,27.5913,7.8745,57.0796,0.570796,1562.95,1.04697,1143.38,--,0.000147844,8983.12,0.87064,44.9499,433.143,9.61675,0.000594488,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887322,Aqueous,1,0.933056,1.86611,2.63637e-06,2.86265,9.12781,0.0851676,0.0912781,25.4053,99.943,100,--,
55,,E7 ,,16:25:23,2026-03-20,4264,55,View,--,1.07373e+06,1.40468e+07,5,5,0,100,9.96147,24.9958,92.2,98,25,0,E7,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,7,2026-Mar-20 15:12:34,13.7956,0.0852994,1.78309e-07,27.5913,7.8745,57.0796,0.570796,1562.95,1.04697,1143.38,--,0.000147844,8983.12,0.87064,44.9499,433.143,9.61675,0.000594488,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887322,Aqueous,2,45.8127,91.6254,5.36943e-08,25915.1,4.42037,2.02509,0.0442037,34.6026,0.00223952,1.69831e-08,--,
55,,E7 ,,16:25:23,2026-03-20,4264,55,View,--,1.07373e+06,1.40468e+07,5,5,0,100,9.96147,24.9958,92.2,98,25,0,E7,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,7,2026-Mar-20 15:12:34,13.7956,0.0852994,1.78309e-07,27.5913,7.8745,57.0796,0.570796,1562.95,1.04697,1143.38,--,0.000147844,8983.12,0.87064,44.9499,433.143,9.61675,0.000594488,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887322,Aqueous,3,436.133,872.266,5.64021e-09,5.05078e+06,3.82108,16.665,0.0382108,39.9921,0.0547442,4.96862e-10,--,
56,,E8 ,,16:26:41,2026-03-20,4342,56,View,--,1.28959e+06,9.56666e+06,5,5,0,100,9.96147,24.9913,86.52,100,25,0,E8,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,8,2026-Mar-20 15:12:34,33.7059,0.172214,7.29721e-08,67.4118,19.2392,57.0796,0.570796,12638.8,1.07293,2005.21,--,0.000123268,3676.31,0.637503,72.975,446.934,6.11574,0.000550124,5,4,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887413,Aqueous,1,0.67807,1.35614,3.62734e-06,1.35642,13.2455,0.0898136,0.132455,21.9689,99.9127,99.9998,--,
56,,E8 ,,16:26:41,2026-03-20,4342,56,View,--,1.28959e+06,9.56666e+06,5,5,0,100,9.96147,24.9913,86.52,100,25,0,E8,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,8,2026-Mar-20 15:12:34,33.7059,0.172214,7.29721e-08,67.4118,19.2392,57.0796,0.570796,12638.8,1.07293,2005.21,--,0.000123268,3676.31,0.637503,72.975,446.934,6.11574,0.000550124,5,4,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887413,Aqueous,2,4.72569,9.45137,5.20472e-07,127.436,5.37746,0.254122,0.0537746,5.67773,0.0702114,0.000166336,--,
56,,E8 ,,16:26:41,2026-03-20,4342,56,View,--,1.28959e+06,9.56666e+06,5,5,0,100,9.96147,24.9913,86.52,100,25,0,E8,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,8,2026-Mar-20 15:12:34,33.7059,0.172214,7.29721e-08,67.4118,19.2392,57.0796,0.570796,12638.8,1.07293,2005.21,--,0.000123268,3676.31,0.637503,72.975,446.934,6.11574,0.000550124,5,4,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887413,Aqueous,3,74.2767,148.553,3.31139e-08,80278.6,5.32689,3.95664,0.0532689,34.4702,0.00088126,5.16087e-10,--,
56,,E8 ,,16:26:41,2026-03-20,4342,56,View,--,1.28959e+06,9.56666e+06,5,5,0,100,9.96147,24.9913,86.52,100,25,0,E8,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,8,2026-Mar-20 15:12:34,33.7059,0.172214,7.29721e-08,67.4118,19.2392,57.0796,0.570796,12638.8,1.07293,2005.21,--,0.000123268,3676.31,0.637503,72.975,446.934,6.11574,0.000550124,5,4,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887413,Aqueous,4,449.061,898.121,5.47719e-09,5.40806e+06,4.43029,19.8947,0.0443029,37.8831,0.0162099,4.61412e-11,--,
57,,E9 ,,16:28:02,2026-03-20,4423,57,View,--,1.79505e+06,4.5606e+07,5,5,0,100,9.96147,24.9942,60.64,10,25,0,E9,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,9,2026-Mar-20 15:12:34,9.41996,0.27999,2.61124e-07,18.8399,0.952264,10.109,0.10109,640.116,1.00041,0.264372,--,10486.4,3353.1,7.49796,8.89561,10.5094,0.338531,0.000274348,3,1,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887353,Aqueous,1,9.3173,18.6346,2.64001e-07,623.913,12.2638,1.14266,0.122638,100,100,100,--,
58,,E10 ,,16:29:08,2026-03-20,4489,58,View,--,1.35487e+06,4.95202e+07,5,5,0,100,9.96147,24.9927,72.64,10,25,0,E10,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,10,2026-Mar-20 15:12:34,9.67862,0.290903,2.54135e-07,19.3572,2.23197,23.0609,0.230609,682.002,1.00595,5.93627,--,9824.73,5296.94,7.55389,8.06473,8.73032,0.145873,0.000453876,4,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887385,Aqueous,1,8.34689,16.6938,2.94682e-07,482.35,3.83739,0.320303,0.0383739,93.8702,96.3595,100,--,
58,,E10 ,,16:29:08,2026-03-20,4489,58,View,--,1.35487e+06,4.95202e+07,5,5,0,100,9.96147,24.9927,72.64,10,25,0,E10,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,10,2026-Mar-20 15:12:34,9.67862,0.290903,2.54135e-07,19.3572,2.23197,23.0609,0.230609,682.002,1.00595,5.93627,--,9824.73,5296.94,7.55389,8.06473,8.73032,0.145873,0.000453876,4,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887385,Aqueous,2,1850.83,3701.66,1.32896e-09,1.48649e+08,4.64249,85.9244,0.0464249,6.12976,3.64047,3.4217e-07,--,
59,,E11 ,,16:30:13,2026-03-20,4554,59,View,--,1.50133e+06,1.73572e+07,5,5,0,100,9.96147,24.9942,56.752,20,25,0,E11,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,11,2026-Mar-20 15:12:34,891.855,0.0583411,2.75804e-09,1783.71,509.068,57.0796,0.570796,2.69326e+07,1.0853,92.2374,--,1.50919e-07,138.949,0.495637,610.186,671.031,1.0989,0.00215967,3,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887354,Aqueous,1,0.528193,1.05639,4.65697e-06,0.756081,3.9949,0.0211008,0.039949,27.6712,99.9831,100,--,
59,,E11 ,,16:30:13,2026-03-20,4554,59,View,--,1.50133e+06,1.73572e+07,5,5,0,100,9.96147,24.9942,56.752,20,25,0,E11,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,11,2026-Mar-20 15:12:34,891.855,0.0583411,2.75804e-09,1783.71,509.068,57.0796,0.570796,2.69326e+07,1.0853,92.2374,--,1.50919e-07,138.949,0.495637,610.186,671.031,1.0989,0.00215967,3,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887354,Aqueous,2,8.68072,17.3614,2.83361e-07,528.703,3.96511,0.3442,0.0396511,5.82361,0.00485437,1.09273e-06,--,
59,,E11 ,,16:30:13,2026-03-20,4554,59,View,--,1.50133e+06,1.73572e+07,5,5,0,100,9.96147,24.9942,56.752,20,25,0,E11,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,11,2026-Mar-20 15:12:34,891.855,0.0583411,2.75804e-09,1783.71,509.068,57.0796,0.570796,2.69326e+07,1.0853,92.2374,--,1.50919e-07,138.949,0.495637,610.186,671.031,1.0989,0.00215967,3,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887354,Aqueous,3,661.161,1322.32,3.72039e-09,1.33701e+07,3.98545,26.3502,0.0398545,66.5052,0.0120493,5.91566e-12,--,
60,,E12 ,,16:31:27,2026-03-20,4628,60,View,--,936463,3.96806e+06,5,5,0,100,9.96147,24.9973,76.4,100,25,0,E12,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,12,2026-Mar-20 15:12:34,305.879,0.113359,8.04232e-09,611.759,174.595,57.0796,0.570796,2.20226e+06,1.12185,991.585,--,6.30989e-05,405.169,0.751661,95.4841,666.312,6.97038,0.000496381,7,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88729,Aqueous,1,0.897036,1.79407,2.74234e-06,2.61074,21.5718,0.193507,0.215718,33.6692,99.9683,100,--,
60,,E12 ,,16:31:27,2026-03-20,4628,60,View,--,936463,3.96806e+06,5,5,0,100,9.96147,24.9973,76.4,100,25,0,E12,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,12,2026-Mar-20 15:12:34,305.879,0.113359,8.04232e-09,611.759,174.595,57.0796,0.570796,2.20226e+06,1.12185,991.585,--,6.30989e-05,405.169,0.751661,95.4841,666.312,6.97038,0.000496381,7,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88729,Aqueous,2,90.4807,180.961,2.71879e-08,127388,6.99293,6.32724,0.0699293,18.5048,0.00170198,6.75925e-10,--,
60,,E12 ,,16:31:27,2026-03-20,4628,60,View,--,936463,3.96806e+06,5,5,0,100,9.96147,24.9973,76.4,100,25,0,E12,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,12,2026-Mar-20 15:12:34,305.879,0.113359,8.04232e-09,611.759,174.595,57.0796,0.570796,2.20226e+06,1.12185,991.585,--,6.30989e-05,405.169,0.751661,95.4841,666.312,6.97038,0.000496381,7,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88729,Aqueous,3,645.897,1291.79,3.80863e-09,1.2659e+07,7.97067,51.4823,0.0797067,47.826,0.0299964,3.75672e-11,--,
61,,F1 ,,16:38:18,2026-03-20,5039,61,View,--,894904,3.58018e+06,5,5,0,100,9.96147,25.0088,16.6799,30,25,0,F1,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,1,2026-Mar-20 15:12:34,8.92659,0.056338,2.75662e-07,17.8532,5.09527,57.0796,0.570796,564.408,1.03545,300.071,--,0.00462903,13887.8,0.776391,81.6803,864.158,10.5703,0.000363565,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887056,Aqueous,1,0.881956,1.76391,2.79008e-06,2.5092,10.9783,0.0968241,0.109783,39.5983,99.9644,100,--,
61,,F1 ,,16:38:18,2026-03-20,5039,61,View,--,894904,3.58018e+06,5,5,0,100,9.96147,25.0088,16.6799,30,25,0,F1,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,1,2026-Mar-20 15:12:34,8.92659,0.056338,2.75662e-07,17.8532,5.09527,57.0796,0.570796,564.408,1.03545,300.071,--,0.00462903,13887.8,0.776391,81.6803,864.158,10.5703,0.000363565,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887056,Aqueous,2,82.5641,165.128,2.98038e-08,102822,3.97629,3.28299,0.0397629,15.315,0.000681105,6.83439e-10,--,
61,,F1 ,,16:38:18,2026-03-20,5039,61,View,--,894904,3.58018e+06,5,5,0,100,9.96147,25.0088,16.6799,30,25,0,F1,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,1,2026-Mar-20 15:12:34,8.92659,0.056338,2.75662e-07,17.8532,5.09527,57.0796,0.570796,564.408,1.03545,300.071,--,0.00462903,13887.8,0.776391,81.6803,864.158,10.5703,0.000363565,5,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887056,Aqueous,3,848.562,1697.12,2.89988e-09,2.39725e+07,7.12625,60.4707,0.0712625,45.0867,0.0349096,3.33551e-11,--,
62,,F2 ,,16:39:31,2026-03-20,5112,62,View,--,977280,5.25984e+06,5,5,0,100,9.96147,25.0079,25.6799,25,25,0,F2,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,2,2026-Mar-20 15:12:34,147.581,0.13919,1.66734e-08,295.161,84.2384,57.0796,0.570796,400196,1.13978,1250.4,--,0.000105162,839.998,1.02875,61.3423,541.298,8.80745,0.000696952,6,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887075,Aqueous,1,1.1854,2.37079,2.07582e-06,5.01193,19.1311,0.22678,0.191311,30.6806,99.947,100,--,
62,,F2 ,,16:39:31,2026-03-20,5112,62,View,--,977280,5.25984e+06,5,5,0,100,9.96147,25.0079,25.6799,25,25,0,F2,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,2,2026-Mar-20 15:12:34,147.581,0.13919,1.66734e-08,295.161,84.2384,57.0796,0.570796,400196,1.13978,1250.4,--,0.000105162,839.998,1.02875,61.3423,541.298,8.80745,0.000696952,6,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887075,Aqueous,2,63.4599,126.92,3.87751e-08,55547.8,8.86565,5.62614,0.0886565,36.0691,0.0026258,9.55846e-09,--,
62,,F2 ,,16:39:31,2026-03-20,5112,62,View,--,977280,5.25984e+06,5,5,0,100,9.96147,25.0079,25.6799,25,25,0,F2,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,2,2026-Mar-20 15:12:34,147.581,0.13919,1.66734e-08,295.161,84.2384,57.0796,0.570796,400196,1.13978,1250.4,--,0.000105162,839.998,1.02875,61.3423,541.298,8.80745,0.000696952,6,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887075,Aqueous,3,533.344,1066.69,4.61366e-09,8.0878e+06,10.1724,54.2538,0.101724,33.2504,0.0503815,3.06691e-10,--,
63,,F3 ,,16:40:40,2026-03-20,5181,63,View,--,722204,4.01403e+06,5,5,0,100,9.96147,25.0009,76.3263,76,25,0,F3,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,3,2026-Mar-20 15:12:34,1.03917,0.204268,2.36747e-06,2.07834,0.593155,57.0796,0.570796,3.68318,1.12429,453.403,--,0.00227871,119273,1.06336,1.18252,345.023,290.87,0.00159609,3,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887217,Aqueous,1,1.17159,2.34318,2.09989e-06,4.87639,4.81226,0.0563799,0.0481226,64.3487,99.9718,100,--,
63,,F3 ,,16:40:40,2026-03-20,5181,63,View,--,722204,4.01403e+06,5,5,0,100,9.96147,25.0009,76.3263,76,25,0,F3,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,3,2026-Mar-20 15:12:34,1.03917,0.204268,2.36747e-06,2.07834,0.593155,57.0796,0.570796,3.68318,1.12429,453.403,--,0.00227871,119273,1.06336,1.18252,345.023,290.87,0.00159609,3,2,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887217,Aqueous,2,346.881,693.763,7.09237e-09,2.95593e+06,4.00346,13.8872,0.0400346,35.6513,0.0281698,1.01161e-09,--,
64,,F4 ,,16:42:37,2026-03-20,5298,64,View,--,738748,2.18892e+07,5,5,0,100,9.96147,24.9995,85.3263,23,25,0,F4,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,4,2026-Mar-20 15:12:34,225.624,0.027802,1.09036e-08,451.248,128.785,57.0796,0.570796,1.08051e+06,1.01369,23.0081,--,7.45013e-06,549.321,0.661647,365.863,469.909,1.28258,0.000468401,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887247,Aqueous,1,0.699431,1.39886,3.51731e-06,1.45852,7.99887,0.0559466,0.0799887,22.911,99.9734,100,--,
64,,F4 ,,16:42:37,2026-03-20,5298,64,View,--,738748,2.18892e+07,5,5,0,100,9.96147,24.9995,85.3263,23,25,0,F4,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,4,2026-Mar-20 15:12:34,225.624,0.027802,1.09036e-08,451.248,128.785,57.0796,0.570796,1.08051e+06,1.01369,23.0081,--,7.45013e-06,549.321,0.661647,365.863,469.909,1.28258,0.000468401,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887247,Aqueous,2,60.9033,121.807,4.03939e-08,50452.3,6.97488,4.24793,0.0697488,24.3011,0.000586881,8.33495e-10,--,
64,,F4 ,,16:42:37,2026-03-20,5298,64,View,--,738748,2.18892e+07,5,5,0,100,9.96147,24.9995,85.3263,23,25,0,F4,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,4,2026-Mar-20 15:12:34,225.624,0.027802,1.09036e-08,451.248,128.785,57.0796,0.570796,1.08051e+06,1.01369,23.0081,--,7.45013e-06,549.321,0.661647,365.863,469.909,1.28258,0.000468401,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887247,Aqueous,3,446.982,893.964,5.50385e-09,5.34967e+06,9.57265,42.788,0.0957265,52.788,0.0259856,9.51035e-11,--,
65,,F5 ,,16:44:03,2026-03-20,5384,65,View,--,1.21611e+06,6.06724e+06,5,5,0,100,9.96147,24.996,71.3659,70,25,0,F5,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",6,5,2026-Mar-20 15:12:34,2.11442,0.0855563,1.16339e-06,4.22885,1.20691,57.0796,0.570796,19.4117,1.04025,339.456,--,0.00720753,58611,0.518043,1.08291,485.36,447.723,0.000227959,4,3,--,--,--,--,--,,Protein,Sphere,1.584,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.887318,Aqueous,1,0.775168,1.55034,3.17337e-06,1.85519,33.4168,0.259037,0.334168,54.7047,99.9981,100,--,
